 CMS Certification Number,Facility Name,Address,City,County,State,Zip,Telephone,Patients who reported that staff definitely gave care in a professional way and the facility was clean,Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean,Patients who reported that staff did not give care in a professional way or the facility was not clean,Facilities and staff linear mean score,Patients who reported that staff definitely communicated about what to expect during and after the procedure,Patients who reported that staff somewhat communicated about what to expect during and after the procedure,Patients who reported that staff did not communicate about what to expect during and after the procedure,Communication about your procedure linear mean score,Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest),Patients’ rating of the facility linear mean score,Patients who reported YES they would DEFINITELY recommend the facility to family or friends,Patients who reported PROBABLY YES they would recommend the facility to family or friends,"Patients who reported NO, they would not recommend the facility to family or friends",Patients recommending the facility linear mean score,Footnote,Number of Sampled Patients,Number of Completed Surveys,Survey Response Rate Percent,Measure Start Date,Measure End Date
450808,NORTHWEST HILLS SURGICAL HOSPITAL,6818 AUSTIN CTR BLVD SUITE 100,AUSTIN,TRAVIS,TX,78731,5123461994,96,4,0,98,91,7,2,95,87,11,2,94,86,13,1,95,,3488,886,25,10/1/2017,9/30/2018
450828,CHRISTUS SPOHN HOSPITAL ALICE,2500 E MAIN STREET,ALICE,JIM WELLS,TX,78332,3616618016,97,3,0,99,94,5,1,96,79,18,3,94,74,16,10,86,3,287,45,18,10/1/2017,9/30/2018
450834,"PHYSICIANS CENTRE,THE",3131 UNIVERSITY DRIVE EAST,BRYAN,BRAZOS,TX,77802,9797313100,96,3,1,98,92,6,2,95,89,9,2,95,88,10,2,95,,1669,530,32,10/1/2017,9/30/2018
450840,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,1105 CENTRAL EXPRESSWAY NORTH,ALLEN,COLLIN,TX,75013,9727476197,97,3,0,98,92,7,1,95,88,9,3,94,83,14,3,93,,1880,405,22,10/1/2017,9/30/2018
450845,EL PASO SPECIALTY HOSPITAL,1755 CURIE SUITE A,EL PASO,EL PASO,TX,79902,9155443636,94,5,1,97,90,8,2,94,85,12,3,94,89,9,2,95,,3985,1305,34,10/1/2017,9/30/2018
450853,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,5601 WARREN PARKWAY,FRISCO,DENTON,TX,75034,2146182000,99,1,0,99,92,6,2,95,93,6,1,96,90,8,2,96,,1648,361,22,10/1/2017,9/30/2018
450856,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,18600 NORTH HARDY OAK BLVD,SAN ANTONIO,BEXAR,TX,78258,2104040800,98,2,0,99,92,7,1,96,95,4,1,97,92,7,1,96,,674,203,30,10/1/2017,9/30/2018
450860,SUGAR LAND SURGICAL HOSPITAL LLP,16906 SOUTHWEST FREEWAY,SUGAR LAND,FORT BEND,TX,77479,2812431000,98,2,0,99,94,5,1,96,91,7,2,96,92,7,1,97,,966,247,26,10/1/2017,9/30/2018
450864,BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,1814 ROSELAND BOULEVARD,TYLER,SMITH,TX,75701,9035253300,,,,,,,,,,,,,,,,,4,,,,,
450871,ARISE AUSTIN MEDICAL CENTER,3003 BEE CAVES ROAD,AUSTIN,TRAVIS,TX,78746,5123479888,95,4,1,97,83,14,3,90,93,6,1,97,85,13,2,94,,718,100,16,10/1/2017,9/30/2018
450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,400 WEST INTERSTATE 635 SUITE 101,IRVING,DALLAS,TX,75063,9728684000,98,2,0,99,90,9,1,95,86,9,5,93,82,15,3,92,,1292,356,28,10/1/2017,9/30/2018
450880,BAYLOR SURGICAL HOSPITAL AT FORT WORTH,1800 PARK PLACE AVENUE,FORT WORTH,TARRANT,TX,76110,6827035600,98,2,0,99,93,6,1,96,88,11,1,95,86,13,1,95,,1060,285,27,10/1/2017,9/30/2018
450883,BAYLOR MEDICAL CENTER AT TROPHY CLUB,2850 E STATE HIGHWAY 114,TROPHY CLUB,DENTON,TX,76262,8178374600,98,2,0,99,94,5,1,97,90,9,1,96,88,10,2,95,,1157,236,20,10/1/2017,9/30/2018
450888,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,1545 E SOUTHLAKE BLVD,SOUTHLAKE,TARRANT,TX,76092,8177488700,98,2,0,99,94,5,1,96,92,7,1,96,91,8,1,96,,1802,496,28,10/1/2017,9/30/2018
450889,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,7115 GREENVILLE AVENUE SUITE 100,DALLAS,DALLAS,TX,75231,2146475300,98,2,0,99,93,6,1,96,90,8,2,96,87,11,2,95,,1282,360,28,10/1/2017,9/30/2018
450891,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY,6020 W PARKER ROAD,PLANO,COLLIN,TX,75093,9724032700,98,2,0,99,92,6,2,95,92,6,2,96,90,8,2,96,,4729,1069,23,10/1/2017,9/30/2018
451387,UVALDE MEMORIAL HOSPITAL,1025 GARNER FIELD ROAD,UVALDE,UVALDE,TX,78801,8302786251,,,,,,,,,,,,,,,,,4,,,,,
460001,UTAH VALLEY HOSPITAL,1034 NORTH 500 WEST,PROVO,UTAH,UT,84604,8013737850,95,4,1,97,88,9,3,93,81,16,3,93,82,16,2,93,,7045,1575,22,10/1/2017,9/30/2018
460003,SALT LAKE REGIONAL MEDICAL CENTER,1050 EAST SOUTH TEMPLE,SALT LAKE CITY,SALT LAKE,UT,84102,8013504111,,,,,,,,,,,,,,,,,4,,,,,
460004,MCKAY DEE HOSPITAL,4401 HARRISON BOULEVARD,OGDEN,WEBER,UT,84403,8013872800,97,3,0,98,90,8,2,94,86,12,2,94,85,13,2,94,,4208,1018,24,10/1/2017,9/30/2018
460006,LDS HOSPITAL,8TH AVENUE AND C STREET,SALT LAKE CITY,SALT LAKE,UT,84143,8014081100,96,3,1,98,89,9,2,94,84,14,2,93,82,16,2,93,,5094,1245,24,10/1/2017,9/30/2018
460007,CEDAR CITY HOSPITAL,1303 NORTH MAIN STREET,CEDAR CITY,IRON,UT,84721,4358685800,98,2,0,99,93,6,1,96,90,9,1,95,86,12,2,94,,1331,383,29,10/1/2017,9/30/2018
460009,UNIVERSITY OF UTAH HOSPITALS AND CLINICS,50 NORTH MEDICAL DRIVE,SALT LAKE CITY,SALT LAKE,UT,84132,8015812121,97,3,0,98,92,7,1,96,91,7,2,96,91,7,2,96,,3312,805,24,10/1/2017,9/30/2018
460010,INTERMOUNTAIN MEDICAL CENTER,5121 SOUTH COTTONWOOD STREET,MURRAY,SALT LAKE,UT,84107,8015077000,95,4,1,97,88,9,3,93,83,14,3,93,84,14,2,93,,7590,1786,24,10/1/2017,9/30/2018
460015,LOGAN REGIONAL HOSPITAL,500 EAST 1400 NORTH,LOGAN,CACHE,UT,84341,4357161000,98,2,0,99,88,10,2,93,85,14,1,94,82,17,1,94,,3121,795,25,10/1/2017,9/30/2018
460019,UINTAH BASIN MEDICAL CENTER,250 WEST 300 NORTH,ROOSEVELT,DUCHESNE,UT,84066,4357224691,,,,,,,,,,,,,,,,,4,,,,,
460021,DIXIE REGIONAL MEDICAL CENTER,1380 EAST MEDICAL CENTER DRIVE,ST GEORGE,WASHINGTON,UT,84790,4352512100,97,3,0,98,88,10,2,93,85,13,2,94,85,13,2,94,,3871,1106,29,10/1/2017,9/30/2018
460023,AMERICAN FORK HOSPITAL,170 NORTH 1100 EAST,AMERICAN FORK,UTAH,UT,84003,8018553305,96,3,1,98,88,10,2,93,86,10,4,93,84,13,3,93,,3545,735,21,10/1/2017,9/30/2018
460026,SEVIER VALLEY HOSPITAL,1000 NORTH MAIN STREET,RICHFIELD,SEVIER,UT,84701,4358934100,96,4,0,98,87,11,2,93,80,16,4,92,77,21,2,91,,1354,402,30,10/1/2017,9/30/2018
460039,BEAR RIVER VALLEY HOSPITAL,905 NORTH 1000 WEST,TREMONTON,BOX ELDER,UT,84337,4352074500,99,1,0,99,94,5,1,96,87,12,1,95,89,10,1,96,,894,255,29,10/1/2017,9/30/2018
460041,DAVIS HOSPITAL AND MEDICAL CENTER,1600 WEST ANTELOPE DRIVE,LAYTON,DAVIS,UT,84041,8018077001,,,,,,,,,,,,,,,,,4,,,,,
460043,OREM COMMUNITY HOSPITAL,331 NORTH 400 WEST,OREM,UTAH,UT,84057,8017143300,97,3,0,99,88,10,2,93,87,12,1,94,85,15,0,95,,906,186,21,10/1/2017,9/30/2018
460044,ALTA VIEW HOSPITAL,9660 SOUTH 1300 EAST,SANDY,SALT LAKE,UT,84094,8015012600,97,3,0,98,91,7,2,95,86,12,2,94,80,18,2,92,,3501,892,25,10/1/2017,9/30/2018
460049,THE ORTHOPEDIC SPECIALTY HOSPITAL,5848 SOUTH 300 EAST,MURRAY,SALT LAKE,UT,84107,8013144100,98,2,0,99,89,9,2,94,85,14,1,94,90,9,1,96,,2539,693,27,10/1/2017,9/30/2018
460051,JORDAN VALLEY MEDICAL CENTER,3580 WEST 9000 SOUTH,WEST JORDAN,SALT LAKE,UT,84088,8015618888,,,,,,,,,,,,,,,,,4,,,,,
460057,PARK CITY HOSPITAL,900 ROUND VALLEY DRIVE,PARK CITY,SUMMIT,UT,84060,4356586700,97,3,0,98,90,8,2,94,91,8,1,96,91,8,1,97,,2150,540,25,10/1/2017,9/30/2018
460058,RIVERTON HOSPITAL,3741 WEST 12600 SOUTH,RIVERTON,SALT LAKE,UT,84065,8012854000,96,4,0,98,90,8,2,94,89,10,1,95,89,10,1,96,,3652,698,19,10/1/2017,9/30/2018
461300,DELTA COMMUNITY HOSPITAL,126 SOUTH WHITE SAGE AVENUE,DELTA,MILLARD,UT,84624,4358645591,98,2,0,99,86,12,2,92,78,17,5,92,82,10,8,91,3,197,70,36,10/1/2017,9/30/2018
461301,FILLMORE COMMUNITY HOSPITAL,674 SOUTH HIGHWAY 99,FILLMORE,MILLARD,UT,84631,4357435591,100,0,0,100,95,4,1,97,83,12,5,92,83,17,0,94,3,95,34,36,10/1/2017,9/30/2018
461303,SANPETE VALLEY HOSPITAL - CAH,1100 SOUTH MEDICAL DRIVE,MOUNT PLEASANT,SANPETE,UT,84647,4354624123,99,1,0,99,93,6,1,96,86,13,1,94,82,17,1,93,,784,224,29,10/1/2017,9/30/2018
461304,CENTRAL VALLEY MEDICAL CENTER - CAH,48 WEST 1500 NORTH,NEPHI,JUAB,UT,84648,4356233000,,,,,,,,,,,,,,,,,4,,,,,
461307,HEBER VALLEY HOSPITAL,1485 SOUTH HIGHWAY 40,HEBER CITY,WASATCH,UT,84032,4356542500,96,3,1,98,91,7,2,94,87,10,3,93,81,18,1,93,,798,210,26,10/1/2017,9/30/2018
461333,GARFIELD MEMORIAL HOSPITAL,200 NORTH 400 EAST,PANGUITCH,GARFIELD,UT,84759,4356768811,97,3,0,98,94,5,1,97,91,9,0,96,87,13,0,96,3,96,33,34,10/1/2017,9/30/2018
470001,CENTRAL VERMONT MEDICAL CENTER,BOX 547,BARRE,WASHINGTON,VT,5641,8023714100,97,3,0,98,89,8,3,93,84,13,3,93,79,20,1,92,,1759,493,28,10/1/2017,9/30/2018
470003,UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE,111 COLCHESTER AVE,BURLINGTON,CHITTENDEN,VT,5401,8028470000,97,3,0,99,92,7,1,96,82,17,1,93,87,12,1,95,,3505,429,29,10/1/2017,9/30/2018
470005,RUTLAND REGIONAL MEDICAL CENTER,160 ALLEN ST,RUTLAND,RUTLAND,VT,5701,8027757111,98,2,0,99,90,8,2,94,84,14,2,93,78,20,2,92,,3298,1076,33,10/1/2017,9/30/2018
470011,BRATTLEBORO MEMORIAL HOSPITAL,17 BELMONT AVE,BRATTLEBORO,WINDHAM,VT,5301,8022570341,97,3,0,99,91,7,2,94,79,20,1,92,77,22,1,92,,765,213,28,10/1/2017,9/30/2018
470012,SOUTHWESTERN VERMONT MEDICAL CENTER,100 HOSPITAL DRIVE,BENNINGTON,BENNINGTON,VT,5201,8024426361,98,2,0,99,92,6,2,95,85,13,2,94,83,16,1,94,,2067,704,34,10/1/2017,9/30/2018
471303,NORTHEASTERN VERMONT REGIONAL HOSPITAL,1315 HOSPITAL DRIVE,SAINT JOHNSBURY,CALEDONIA,VT,5819,8027487400,,,,,,,,,,,,,,,,,4,,,,,
490001,NORTON COMMUNITY HOSPITAL,100 15TH NW STREET,NORTON,NORTON CITY,VA,24273,2764391000,95,4,1,97,91,7,2,94,81,14,5,92,78,18,4,91,,1352,287,21,10/1/2017,9/30/2018
490019,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,501 SUNSET LANE,CULPEPER,CULPEPER,VA,22701,5408294100,97,2,1,98,91,7,2,95,83,14,3,92,79,18,3,91,,998,236,24,10/1/2017,9/30/2018
490022,MARY WASHINGTON HOSPITAL,1001 SAM PERRY BOULEVARD,FREDERICKSBURG,FREDERICKSBURG CITY,VA,22401,5407411100,97,3,0,98,94,5,1,97,87,11,2,94,83,16,1,94,2,4338,1258,29,10/1/2017,9/30/2018
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,1250 EAST MARSHALL STREET,RICHMOND,RICHMOND CITY,VA,23298,8048280938,95,4,1,97,92,6,2,95,81,14,5,93,84,11,5,92,,1440,289,21,10/1/2017,9/30/2018
490037,RIVERSIDE SHORE MEMORIAL HOSPITAL,20480 MARKET STREET,ONANCOCK,ACCOMACK,VA,23417,7574148000,96,4,0,98,92,7,1,96,85,12,3,93,76,21,3,90,,1441,403,28,10/1/2017,9/30/2018
490038,SMYTH COUNTY COMMUNITY HOSPITAL,245 MEDICAL PARK DRIVE,MARION,SMYTH,VA,24354,2763781000,97,3,0,98,94,5,1,96,85,13,2,94,77,20,3,91,,1441,376,26,10/1/2017,9/30/2018
490045,NOVANT PRINCE WILLIAM MEDICAL CENTER,8700 SUDLEY RD,MANASSAS,MANASSAS CITY,VA,20110,7033698000,95,4,1,97,93,6,1,96,84,14,2,93,78,20,2,91,,1321,361,27,10/1/2017,9/30/2018
490052,RIVERSIDE REGIONAL MEDICAL CENTER,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,NEWPORT NEWS CITY,VA,23601,7575942000,97,3,0,98,92,6,2,95,89,8,3,94,84,13,3,93,,5668,1705,30,10/1/2017,9/30/2018
490053,JOHNSTON MEMORIAL HOSPITAL,16000 JOHNSTON MEMORIAL DRIVE,ABINGDON,WASHINGTON,VA,24211,2762581000,96,4,0,98,92,6,2,95,84,13,3,93,81,17,2,92,,1427,374,26,10/1/2017,9/30/2018
490077,SENTARA MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,ALBEMARLE,VA,22911,4346547000,95,4,1,97,91,7,2,95,85,13,2,94,85,12,3,93,,1203,407,34,10/1/2017,9/30/2018
490084,RIVERSIDE TAPPAHANNOCK HOSPITAL,618 HOSPITAL ROAD,TAPPAHANNOCK,ESSEX,VA,22560,8044436189,98,2,0,99,93,6,1,96,85,13,2,93,80,18,2,92,,1306,389,30,10/1/2017,9/30/2018
490098,COMMUNITY MEMORIAL HOSPITAL,1755 NORTH MECKLENBURG AVENUE,SOUTH HILL,MECKLENBURG,VA,23970,4344473151,,,,,,,,,,,,,,,,,4,,,,,
490120,CHESAPEAKE REGIONAL MEDICAL CENTER,"736 BATTLEFIELD BLVD, NORTH",CHESAPEAKE,CHESAPEAKE CITY,VA,23320,7573128121,97,3,0,98,94,5,1,96,87,11,2,94,82,15,3,93,,3754,983,26,10/1/2017,9/30/2018
490130,RIVERSIDE WALTER REED HOSPITAL,7519 HOSPITAL ROAD,GLOUCESTER,GLOUCESTER,VA,23061,8046938800,98,2,0,99,94,5,1,97,85,12,3,93,77,20,3,90,,1664,409,25,10/1/2017,9/30/2018
490140,"STAFFORD HOSPITAL, LLC",101 HOSPITAL CENTER BOULEVARD,STAFFORD,STAFFORD,VA,22554,5407419000,99,1,0,99,96,3,1,97,90,8,2,95,88,11,1,95,2,1744,411,24,10/1/2017,9/30/2018
490143,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,1500 COMMONWEALTH AVENUE,WILLIAMSBURG,JAMES CITY,VA,23185,7573453000,99,1,0,99,95,4,1,97,91,8,1,96,87,10,3,94,,2102,619,29,10/1/2017,9/30/2018
490144,NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,15225 HEALTHCOTE BOULEVARD,HAYMARKET,PRINCE WILLIAM,VA,20169,5712841000,97,2,1,98,91,7,2,95,87,11,2,94,89,8,3,95,,581,158,27,10/1/2017,9/30/2018
500001,NORTHWEST HOSPITAL & MEDICAL CENTER,1550 NORTH 115TH STREET,SEATTLE,KING,WA,98133,2063681700,96,3,1,98,89,9,2,94,87,10,3,94,85,13,2,94,,2703,776,29,10/1/2017,9/30/2018
500002,PROVIDENCE ST MARY MEDICAL CENTER,401 W POPLAR ST,WALLA WALLA,WALLA WALLA,WA,99362,5095225900,97,3,0,98,91,7,2,94,84,14,2,93,85,14,1,95,,1546,467,30,10/1/2017,9/30/2018
500003,SKAGIT VALLEY HOSPITAL,1415 KINCAID STREET,MOUNT VERNON,SKAGIT,WA,98274,3604244111,98,2,0,99,93,5,2,96,82,16,2,93,79,20,1,92,,1216,282,24,10/1/2017,9/30/2018
500007,ISLAND HOSPITAL,1211 24TH STREET,ANACORTES,SKAGIT,WA,98221,3602991300,98,2,0,99,91,8,1,95,83,15,2,94,85,13,2,94,,1130,408,36,10/1/2017,9/30/2018
500008,UNIVERSITY OF WASHINGTON MEDICAL CTR,1959 NE PACIFIC ST,SEATTLE,KING,WA,98195,2065983300,97,3,0,98,91,7,2,95,86,12,2,94,89,10,1,96,,3824,828,24,10/1/2017,9/30/2018
500014,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,1321 COLBY AVENUE,EVERETT,SNOHOMISH,WA,98201,4252612000,96,3,1,98,91,7,2,95,83,15,2,93,83,15,2,93,,4659,1234,26,10/1/2017,9/30/2018
500019,PROVIDENCE CENTRALIA HOSPITAL,914 S SCHEUBER ROAD,CENTRALIA,LEWIS,WA,98531,3607362803,97,3,0,99,90,8,2,94,85,12,3,93,79,20,1,93,,1284,299,23,10/1/2017,9/30/2018
500024,PROVIDENCE ST PETER HOSPITAL,413 LILLY ROAD NE,OLYMPIA,THURSTON,WA,98506,3604919480,96,3,1,97,91,8,1,95,82,16,2,93,83,16,1,93,,2559,742,29,10/1/2017,9/30/2018
500025,SWEDISH MEDICAL CENTER / CHERRY HILL,500 17TH AVENUE,SEATTLE,KING,WA,98122,2063202000,95,4,1,97,89,9,2,93,81,15,4,92,85,14,1,94,,2077,502,24,10/1/2017,9/30/2018
500026,SWEDISH EDMONDS HOSPITAL,21601 76TH AVENUE WEST,EDMONDS,SNOHOMISH,WA,98026,4256404000,96,4,0,98,90,8,2,94,78,19,3,91,78,20,2,92,,3024,672,22,10/1/2017,9/30/2018
500027,SWEDISH MEDICAL CENTER,747 BROADWAY,SEATTLE,KING,WA,98122,2063866000,95,4,1,97,90,8,2,94,83,14,3,93,83,15,2,93,,6468,1525,24,10/1/2017,9/30/2018
500031,GRAYS HARBOR COMMUNITY HOSPITAL,915 ANDERSON DRIVE,ABERDEEN,GRAYS HARBOR,WA,98520,3605328330,,,,,,,,,,,,,,,,,4,,,,,
500033,SAMARITAN HOSPITAL,801 EAST WHEELER ROAD,MOSES LAKE,GRANT,WA,98837,5097655606,93,6,1,96,87,10,3,92,74,20,6,90,69,27,4,88,,1097,252,23,10/1/2017,9/30/2018
500036,YAKIMA VALLEY MEMORIAL HOSPITAL,2811 TIETON DRIVE,YAKIMA,YAKIMA,WA,98902,5095758000,96,3,1,98,89,9,2,94,81,17,2,93,81,18,1,93,,3574,864,25,10/1/2017,9/30/2018
500054,PROV SACRED HRT MED CTR & CHILDS HOSP.,101 WEST 8TH AVENUE,SPOKANE,SPOKANE,WA,99204,5094743040,96,3,1,98,89,9,2,93,83,15,2,93,84,15,1,94,,2213,688,31,10/1/2017,9/30/2018
500058,KADLEC REGIONAL MEDICAL CENTER,888 SWIFT BLVD,RICHLAND,BENTON,WA,99352,5099464611,97,3,0,98,89,8,3,93,80,17,3,93,82,16,2,93,,3043,685,23,10/1/2017,9/30/2018
500060,CASCADE VALLEY HOSPITAL,330 S STILLAGUAMISH AVE,ARLINGTON,SNOHOMISH,WA,98223,3604352133,97,3,0,98,93,6,1,96,85,13,2,93,78,18,4,91,,1094,286,26,10/1/2017,9/30/2018
500064,HARBORVIEW MEDICAL CENTER,325 9TH AVENUE,SEATTLE,KING,WA,98104,2067313000,96,3,1,98,92,6,2,95,82,16,2,93,83,14,3,92,,2712,538,20,10/1/2017,9/30/2018
500072,OLYMPIC MEDICAL CENTER,939 CAROLINE ST,PORT ANGELES,CLALLAM,WA,98362,3604177000,96,4,0,98,90,8,2,94,81,16,3,92,78,20,2,92,,2173,832,38,10/1/2017,9/30/2018
500077,PROVIDENCE HOLY FAMILY HOSPITAL,5633 NORTH LIDGERWOOD,SPOKANE,SPOKANE,WA,99208,5094822450,95,4,1,97,88,10,2,93,80,15,5,91,76,21,3,90,,1271,332,26,10/1/2017,9/30/2018
500088,VALLEY MEDICAL CENTER,400 S 43RD ST,RENTON,KING,WA,98055,4252283450,97,2,1,98,90,8,2,94,88,11,1,94,84,15,1,94,,1604,370,23,10/1/2017,9/30/2018
500152,SWEDISH ISSAQUAH,751 NE BLAKELY DR,ISSAQUAH,KING,WA,98029,4253134000,98,2,0,99,94,5,1,97,92,6,2,96,92,8,0,97,,2425,496,20,10/1/2017,9/30/2018
501308,COULEE MEDICAL CENTER,411 FORTUYN ROAD,GRAND COULEE,GRANT,WA,99133,5096331753,96,3,1,98,94,5,1,96,76,22,2,93,86,13,1,95,,375,106,30,10/1/2017,9/30/2018
501309,PROVIDENCE ST JOSEPH HOSPITAL,500 EAST WEBSTER,CHEWELAH,STEVENS,WA,99109,5099358211,97,3,0,99,96,3,1,98,86,13,1,94,83,16,1,94,,427,184,43,10/1/2017,9/30/2018
501312,PROSSER MEMORIAL HOSPITAL,723 MEMORIAL STREET,PROSSER,BENTON,WA,99350,5097862222,95,5,0,97,88,9,3,92,85,13,2,94,86,13,1,95,,1470,380,29,10/1/2017,9/30/2018
501323,JEFFERSON HEALTHCARE,834 SHERIDAN STREET,PORT TOWNSEND,JEFFERSON,WA,98368,3603852200,,,,,,,,,,,,,,,,,4,,,,,
501326,PROVIDENCE MOUNT CARMEL HOSPITAL,982 EAST COLUMBIA,COLVILLE,STEVENS,WA,99114,5096842561,98,2,0,99,95,4,1,97,84,14,2,94,79,20,1,92,,1021,341,33,10/1/2017,9/30/2018
501327,WHITMAN HOSPITAL AND MEDICAL CENTER,1200 WEST FAIRVIEW,COLFAX,WHITMAN,WA,99111,5093973435,99,1,0,100,95,4,1,97,91,8,1,96,93,6,1,98,,505,197,39,10/1/2017,9/30/2018
501333,KITTITAS VALLEY COMMUNITY HOSPITAL,603 SOUTH CHESTNUT,ELLENSBURG,KITTITAS,WA,98926,5099629841,,,,,,,,,,,,,,,,,4,,,,,
510001,WEST VIRGINIA UNIVERSITY HOSPITALS,MEDICAL CENTER DRIVE,MORGANTOWN,MONONGALIA,WV,26506,3045984000,96,4,0,98,94,5,1,97,88,9,3,94,87,12,1,95,,828,224,27,10/1/2017,9/30/2018
510006,UNITED HOSPITAL CENTER,327 MEDICAL PARK DRIVE,BRIDGEPORT,HARRISON,WV,26330,6813421000,97,3,0,98,92,7,1,95,83,14,3,93,77,21,2,91,,2789,819,29,10/1/2017,9/30/2018
510008,BERKELEY MEDICAL CENTER,2500 HOSPITAL DRIVE,MARTINSBURG,BERKELEY,WV,25401,3042641000,,,,,,,,,,,,,,,,,4,,,,,
510013,REYNOLDS MEMORIAL HOSPITAL,800 WHEELING AVE,GLEN DALE,MARSHALL,WV,26038,3048433230,,,,,,,,,,,,,,,,,4,,,,,
510038,STONEWALL JACKSON MEMORIAL HOSPITAL,230 HOSPITAL PLAZA,WESTON,LEWIS,WV,26452,3042698080,,,,,,,,,,,,,,,,,4,,,,,
510039,OHIO VALLEY MEDICAL CENTER,2000 EOFF STREET,WHEELING,OHIO,WV,26003,3042340123,95,5,0,97,90,8,2,94,76,19,5,90,74,24,2,90,,993,284,33,10/1/2017,9/30/2018
510046,PRINCETON COMMUNITY HOSPITAL,122 12TH STREET,PRINCETON,MERCER,WV,24740,3044877260,96,3,1,98,90,8,2,94,79,16,5,92,72,25,3,89,2,1327,410,31,10/1/2017,9/30/2018
510047,FAIRMONT REGIONAL MEDICAL CENTER,1325 LOCUST AVENUE,FAIRMONT,MARION,WV,26554,3043677100,97,3,0,98,94,5,1,97,79,17,4,92,79,19,2,92,,1465,283,20,10/1/2017,9/30/2018
510050,WHEELING HOSPITAL,1 MEDICAL PARK,WHEELING,OHIO,WV,26003,3042433000,,,,,,,,,,,,,,,,,4,,,,,
510055,CABELL HUNTINGTON HOSPITAL INC,1340 HAL GREER BOULEVARD,HUNTINGTON,CABELL,WV,25701,3045262192,97,3,0,98,92,7,1,95,87,12,1,95,84,14,2,94,,3210,792,25,10/1/2017,9/30/2018
510082,SUMMERSVILLE REGIONAL MEDICAL CENTER,400 FAIRVIEW HEIGHTS ROAD,SUMMERSVILLE,NICHOLAS,WV,26651,3048722891,97,3,0,99,90,8,2,94,73,22,5,91,73,27,0,91,2,682,177,26,10/1/2017,9/30/2018
511306,ROANE GENERAL HOSPITAL,200 HOSPITAL DRIVE,SPENCER,ROANE,WV,25276,3049274444,98,2,0,99,93,4,3,95,89,9,2,95,87,10,3,94,,745,207,28,10/1/2017,9/30/2018
511315,POTOMAC VALLEY HOSPITAL,100 PIN OAK LANE,KEYSER,MINERAL,WV,26726,3045973500,97,3,0,98,94,5,1,96,80,17,3,92,74,24,2,90,,963,340,35,10/1/2017,9/30/2018
511319,JEFFERSON MEDICAL CENTER,300 SOUTH PRESTON STREET,RANSON,JEFFERSON,WV,25438,3047281600,,,,,,,,,,,,,,,,,4,,,,,
520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WAUKESHA,WI,53188,2629281000,98,2,0,99,91,7,2,95,84,14,2,94,85,14,1,95,,1106,419,38,10/1/2017,9/30/2018
520013,SACRED HEART HOSPITAL,900 W CLAIREMONT AVE,EAU CLAIRE,EAU CLAIRE,WI,54701,7157174121,97,3,0,98,89,9,2,94,82,15,3,92,80,18,2,92,,1827,605,33,10/1/2017,9/30/2018
520017,ST JOSEPH'S HOSPITAL,2661 COUNTY HWY I,CHIPPEWA FALLS,CHIPPEWA,WI,54729,7157177200,98,2,0,99,93,6,1,96,86,12,2,94,83,16,1,94,,1667,580,35,10/1/2017,9/30/2018
520021,UNITED HOSPITAL SYSTEM,6308 EIGHTH AVE,KENOSHA,KENOSHA,WI,53143,2626562011,96,4,0,98,89,9,2,94,82,16,2,93,80,18,2,92,,1586,511,32,10/1/2017,9/30/2018
520028,THE MONROE CLINIC,2005 5TH STREET,MONROE,GREEN,WI,53566,6083241000,98,2,0,99,92,6,2,95,85,14,1,94,83,15,2,93,,1560,593,38,10/1/2017,9/30/2018
520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,MARATHON,WI,54401,7158472121,96,4,0,98,91,7,2,94,82,15,3,93,85,13,2,94,,1870,433,24,10/1/2017,9/30/2018
520033,ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC,410 DEWEY ST,WISCONSIN RAPIDS,WOOD,WI,54495,7154236060,97,2,1,98,91,7,2,94,84,14,2,94,81,17,2,93,,1895,442,24,10/1/2017,9/30/2018
