Hospital_Name,Provider ID,State,FISCAL_YEAR,DOMAIN_1_SCORE,DOMAIN_1_FOOTNOTE,DOMAIN_1_START_DATE,DOMAIN_1_END_DATE,PSI_90_W_Z_Score,PSI_90_FOOTNOTE,DOMAIN_2_SCORE,DOMAIN_2_FOOTNOTE,CLABSI_W_Z_SCORE,CLABSI_FOOTNOTE,CAUTI_W_Z_SCORE,CAUTI_FOOTNOTE,SSI_W_Z_SCORE,SSI_FOOTNOTE,MRSA_W_Z_SCORE,MRSA_FOOTNOTE,CDI_W_Z_SCORE,CDI_FOOTNOTE,DOMAIN_2_START_DATE,DOMAIN_2_END_DATE,TOTAL_HAC_SCORE,TOTAL_HAC_FOOTNOTE,PAYMENT_REDUCTION,PAYMENT_REDUCTION_FOOTNOTE
TRISTAR SOUTHERN HILLS MEDICAL CENTER,440197,TN,2019,1.8306,,10/01/2015,06/30/2017,1.8306,,-0.1504,,-1.0889,,-0.0409,,0.3236,,0.2548,,-0.2006,,01/01/2016,12/31/2017,0.1467,,No,
SAINT THOMAS STONES RIVER HOSPITAL,440200,TN,2019,-0.0144,,10/01/2015,06/30/2017,-0.0144,,-0.1675,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-0.1675,,01/01/2016,12/31/2017,-0.1445,,No,
SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY,440218,TN,2019,-1.3867,,10/01/2015,06/30/2017,-1.3867,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,-1.3867,,No,
TRISTAR STONECREST MEDICAL CENTER,440227,TN,2019,0.4124,,10/01/2015,06/30/2017,0.4124,,0.2414,,0.0542,,0.3795,,0.2098,,0.198,,0.3658,,01/01/2016,12/31/2017,0.2671,,No,
SAINT FRANCIS BARTLETT MEDICAL CENTER,440228,TN,2019,-0.51,,10/01/2015,06/30/2017,-0.51,,0.2015,,1.0033,,0.526,,-0.7682,,-0.1665,,0.4128,,01/01/2016,12/31/2017,0.0948,,No,
TRUSTPOINT HOSPITAL,440231,TN,2019,0.0555,,10/01/2015,06/30/2017,0.0555,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,0.0555,,No,
BIG SOUTH FORK MEDICAL CENTER,440235,TN,2019,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,Not Available,5 - Results are not available for this reporting period.,No,
THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS,450002,TX,2019,-0.1152,,10/01/2015,06/30/2017,-0.1152,,0.1913,,1.1178,,0.3097,,0.9548,,-1.2115,,-0.2144,,01/01/2016,12/31/2017,0.1453,,No,
PETERSON REGIONAL MEDICAL CENTER,450007,TX,2019,1.576,,10/01/2015,06/30/2017,1.576,,-0.6203,,-1.0021,,-1.2812,,0.0135,,-1.4406,,0.6089,,01/01/2016,12/31/2017,-0.2909,,No,
UNITED REGIONAL HEALTH CARE SYSTEM,450010,TX,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,-0.7773,,-1.1536,,-1.0841,,-1.0507,,-0.7651,,0.1669,,01/01/2016,12/31/2017,-0.8944,,No,
ST JOSEPH REGIONAL HEALTH CENTER,450011,TX,2019,-1.2746,,10/01/2015,06/30/2017,-1.2746,,-0.4204,,0.6082,,-1.1487,,-0.8214,,-0.1197,,-0.6206,,01/01/2016,12/31/2017,-0.5486,,No,
PARKLAND HEALTH AND HOSPITAL SYSTEM,450015,TX,2019,0.9092,,10/01/2015,06/30/2017,0.9092,,-0.1003,,-0.6457,,-0.3741,,-0.5572,,0.8918,,0.1834,,01/01/2016,12/31/2017,0.0511,,No,
UNIVERSITY OF TEXAS MEDICAL BRANCH,450018,TX,2019,0.1652,,10/01/2015,06/30/2017,0.1652,,0.0478,,0.5232,,-0.2136,,0.1071,,0.5976,,-0.7753,,01/01/2016,12/31/2017,0.0654,,No,
BAYLOR UNIVERSITY MEDICAL CENTER,450021,TX,2019,0.3782,,10/01/2015,06/30/2017,0.3782,,0.0481,,0.8039,,-0.5398,,0.2557,,0.2665,,-0.546,,01/01/2016,12/31/2017,0.0976,,No,
CITIZENS MEDICAL CENTER,450023,TX,2019,-0.8478,,10/01/2015,06/30/2017,-0.8478,,0.2924,,0.2684,,-0.2485,,-0.8728,,1.3249,,0.9902,,01/01/2016,12/31/2017,0.1214,,No,
UNIVERSITY MEDICAL CENTER OF EL PASO,450024,TX,2019,0.1866,,10/01/2015,06/30/2017,0.1866,,0.9965,,2.2018,,1.6651,,-0.2856,,0.0709,,1.3301,,01/01/2016,12/31/2017,0.875,,Yes,
VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,450028,TX,2019,-0.4612,,10/01/2015,06/30/2017,-0.4612,,-0.3147,,-0.4777,,0.4074,,0.2741,,-1.0243,,-0.7532,,01/01/2016,12/31/2017,-0.3367,,No,
LAREDO MEDICAL CENTER,450029,TX,2019,-0.2266,,10/01/2015,06/30/2017,-0.2266,,0.1939,,0.1188,,1.3947,,-0.7021,,0.3752,,-0.2172,,01/01/2016,12/31/2017,0.1308,,No,
CHRISTUS GOOD SHEPHERD MEDICAL CENTER MARSHALL,450032,TX,2019,0.4749,,10/01/2015,06/30/2017,0.4749,,0.0069,,2.2018,,-1.5202,,-1.4966,,1.5255,,-0.6759,,01/01/2016,12/31/2017,0.0771,,No,
CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,450034,TX,2019,0.9278,,10/01/2015,06/30/2017,0.9278,,0.0542,,-0.0437,,1.5762,,0.2465,,-0.0144,,-1.4937,,01/01/2016,12/31/2017,0.1852,,No,
ST JOSEPH MEDICAL CENTER,450035,TX,2019,2.347,,10/01/2015,06/30/2017,2.347,,-0.0898,,0.4272,,0.2015,,-0.8856,,1.5473,,-1.7396,,01/01/2016,12/31/2017,0.2757,,No,
JPS HEALTH NETWORK,450039,TX,2019,0.5939,,10/01/2015,06/30/2017,0.5939,,0.0381,,-1.052,,-0.7248,,2.1365,,-0.618,,0.4487,,01/01/2016,12/31/2017,0.1215,,No,
COVENANT MEDICAL CENTER,450040,TX,2019,-1.3093,,10/01/2015,06/30/2017,-1.3093,,-0.1212,,-0.3447,,0.0358,,-1.0526,,0.1578,,0.5979,,01/01/2016,12/31/2017,-0.2994,,No,
PROVIDENCE HEALTH CENTER,450042,TX,2019,2.0917,,10/01/2015,06/30/2017,2.0917,,0.5211,,-0.101,,0.8156,,-0.2544,,1.8014,,0.3437,,01/01/2016,12/31/2017,0.7567,,Yes,
UT SOUTHWESTERN UNIVERSITY HOSPITAL,450044,TX,2019,0.6823,,10/01/2015,06/30/2017,0.6823,,0.1503,,-0.4795,,0.1527,,1.3218,,-0.3856,,0.142,,01/01/2016,12/31/2017,0.2301,,No,
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,450046,TX,2019,0.0838,,10/01/2015,06/30/2017,0.0838,,0.3181,,0.1908,,0.8766,,0.6594,,-0.0712,,-0.0652,,01/01/2016,12/31/2017,0.2829,,No,
METHODIST DALLAS MEDICAL CENTER,450051,TX,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,-0.1873,,0.0966,,-0.2625,,-0.3461,,0.1628,,-0.5874,,01/01/2016,12/31/2017,-0.3929,,No,
BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE,450054,TX,2019,1.1779,,10/01/2015,06/30/2017,1.1779,,0.0001,,0.7891,,-0.9672,,-0.0654,,-0.1632,,0.4072,,01/01/2016,12/31/2017,0.1768,,No,
ROLLING PLAINS MEMORIAL HOSPITAL,450055,TX,2019,0.2826,,10/01/2015,06/30/2017,0.2826,,0.0202,,Not Available,5 - Results are not available for this reporting period.,1.9652,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.9247,,01/01/2016,12/31/2017,0.0596,,No,
SETON MEDICAL CENTER AUSTIN,450056,TX,2019,-0.1791,,10/01/2015,06/30/2017,-0.1791,,-0.0934,,0.2591,,-0.4544,,0.4667,,-0.6096,,-0.1288,,01/01/2016,12/31/2017,-0.1062,,No,
BAPTIST MEDICAL CENTER,450058,TX,2019,-0.5824,,10/01/2015,06/30/2017,-0.5824,,-0.438,,-0.932,,-0.2311,,-0.6067,,-0.2802,,-0.1398,,01/01/2016,12/31/2017,-0.4596,,No,
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,450064,TX,2019,-0.5518,,10/01/2015,06/30/2017,-0.5518,,0.6432,,0.1132,,1.0668,,0.7787,,-0.0813,,1.3384,,01/01/2016,12/31/2017,0.4639,,Yes,
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,TX,2019,0.8085,,10/01/2015,06/30/2017,0.8085,,-0.0113,,0.3145,,-0.505,,1.0392,,-0.3371,,-0.5681,,01/01/2016,12/31/2017,0.1117,,No,
BRAZOSPORT REGIONAL HEALTH SYSTEM,450072,TX,2019,-0.5515,,10/01/2015,06/30/2017,-0.5515,,-0.6516,,-0.4315,,-1.5202,,Not Available,5 - Results are not available for this reporting period.,-0.1916,,-0.4631,,01/01/2016,12/31/2017,-0.6366,,No,
ANSON GENERAL HOSPITAL,450078,TX,2019,-0.0473,,10/01/2015,06/30/2017,-0.0473,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,-0.0473,,No,
BAYLOR MEDICAL CENTER AT IRVING,450079,TX,2019,-0.2102,,10/01/2015,06/30/2017,-0.2102,,-0.0851,,0.4826,,-0.2154,,0.0685,,-0.3505,,-0.4106,,01/01/2016,12/31/2017,-0.1038,,No,
TITUS REGIONAL MEDICAL CENTER,450080,TX,2019,-0.4725,,10/01/2015,06/30/2017,-0.4725,,-0.7066,,Not Available,5 - Results are not available for this reporting period.,-1.5202,,Not Available,5 - Results are not available for this reporting period.,-1.4406,,0.841,,01/01/2016,12/31/2017,-0.6715,,No,
CHRISTUS SPOHN HOSPITAL BEEVILLE,450082,TX,2019,-0.2593,,10/01/2015,06/30/2017,-0.2593,,-1.5821,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.5821,,01/01/2016,12/31/2017,-1.3837,,No,
UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,450083,TX,2019,-0.7813,,10/01/2015,06/30/2017,-0.7813,,0.5765,,1.2785,,0.212,,0.9126,,0.1411,,0.3382,,01/01/2016,12/31/2017,0.3728,,Yes,
GRAHAM REGIONAL MEDICAL CENTER,450085,TX,2019,-0.3549,,10/01/2015,06/30/2017,-0.3549,,0.0259,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,0.0259,,01/01/2016,12/31/2017,-0.0312,,No,
MEDICAL CITY NORTH HILLS,450087,TX,2019,-0.0034,,10/01/2015,06/30/2017,-0.0034,,0.0342,,0.4253,,-0.7091,,0.408,,0.3,,-0.2531,,01/01/2016,12/31/2017,0.0286,,No,
NORTH TEXAS MEDICAL CENTER,450090,TX,2019,0.0117,,10/01/2015,06/30/2017,0.0117,,1.9711,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,1.9711,,01/01/2016,12/31/2017,1.6772,,Yes,
FORT DUNCAN MEDICAL CENTER,450092,TX,2019,-1.4872,,10/01/2015,06/30/2017,-1.4872,,0.0311,,-0.5774,,0.0271,,1.2117,,-1.4406,,0.935,,01/01/2016,12/31/2017,-0.1966,,No,
BAYSHORE MEDICAL CENTER,450097,TX,2019,-0.8577,,10/01/2015,06/30/2017,-0.8577,,0.1876,,0.7984,,0.2783,,-0.2159,,0.3802,,-0.3029,,01/01/2016,12/31/2017,0.0308,,No,
PAMPA REGIONAL MEDICAL CENTER,450099,TX,2019,-1.207,,10/01/2015,06/30/2017,-1.207,,-1.3812,,Not Available,5 - Results are not available for this reporting period.,-1.5202,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.2423,,01/01/2016,12/31/2017,-1.3551,,No,
BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,450101,TX,2019,0.1007,,10/01/2015,06/30/2017,0.1007,,-0.1332,,0.0135,,0.3289,,-1.1278,,-0.0311,,0.1503,,01/01/2016,12/31/2017,-0.0982,,No,
CHRISTUS MOTHER FRANCES HOSPITAL,450102,TX,2019,-0.3376,,10/01/2015,06/30/2017,-0.3376,,-0.1168,,-0.3484,,-0.0165,,-0.8471,,-0.0361,,0.6642,,01/01/2016,12/31/2017,-0.1499,,No,
GUADALUPE REGIONAL MEDICAL CENTER,450104,TX,2019,2.347,,10/01/2015,06/30/2017,2.347,,-0.0371,,-0.6845,,1.6756,,0.6961,,-0.633,,-1.2395,,01/01/2016,12/31/2017,0.3205,,No,
LAS PALMAS MEDICAL CENTER,450107,TX,2019,-1.4112,,10/01/2015,06/30/2017,-1.4112,,0.5618,,0.6045,,0.7231,,-0.3278,,0.1863,,1.623,,01/01/2016,12/31/2017,0.2658,,No,
CONNALLY MEMORIAL MEDICAL CENTER,450108,TX,2019,-0.3225,,10/01/2015,06/30/2017,-0.3225,,-1.9247,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.9247,,01/01/2016,12/31/2017,-1.6844,,No,
SOUTH TEXAS HEALTH SYSTEM,450119,TX,2019,0.0201,,10/01/2015,06/30/2017,0.0201,,-0.4836,,-0.3687,,0.1876,,-0.959,,-0.613,,-0.6648,,01/01/2016,12/31/2017,-0.408,,No,
DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,450124,TX,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.1448,,0.0191,,0.9865,,0.5309,,-0.7417,,-0.0708,,01/01/2016,12/31/2017,0.4751,,Yes,
KNAPP MEDICAL CENTER,450128,TX,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,-0.2214,,1.0163,,1.0406,,-0.915,,-1.4406,,-0.8085,,01/01/2016,12/31/2017,-0.4219,,No,
NIX HEALTH CARE SYSTEM,450130,TX,2019,-1.167,,10/01/2015,06/30/2017,-1.167,,-0.2351,,0.5269,,0.2504,,-0.4801,,-1.0678,,-0.4051,,01/01/2016,12/31/2017,-0.3749,,No,
MEDICAL CENTER HOSPITAL,450132,TX,2019,1.078,,10/01/2015,06/30/2017,1.078,,0.0191,,-0.3115,,-0.5678,,1.2704,,-0.5344,,0.2387,,01/01/2016,12/31/2017,0.1779,,No,
MIDLAND MEMORIAL HOSPITAL,450133,TX,2019,-0.3928,,10/01/2015,06/30/2017,-0.3928,,-0.6167,,-0.6993,,-1.1085,,-0.1223,,-0.4056,,-0.7477,,01/01/2016,12/31/2017,-0.5831,,No,
TEXAS HEALTH HARRIS METHODIST FORT WORTH,450135,TX,2019,-0.1009,,10/01/2015,06/30/2017,-0.1009,,0.3553,,-0.1434,,0.4283,,0.0392,,0.2883,,1.1643,,01/01/2016,12/31/2017,0.2869,,No,
BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,450137,TX,2019,-1.1472,,10/01/2015,06/30/2017,-1.1472,,-0.2065,,0.0338,,-0.5817,,0.1933,,-0.2451,,-0.4327,,01/01/2016,12/31/2017,-0.3476,,No,
SETON SMITHVILLE REGIONAL HOSPITAL,450143,TX,2019,0.0584,,10/01/2015,06/30/2017,0.0584,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,0.0584,,No,
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,450144,TX,2019,0.0129,,10/01/2015,06/30/2017,0.0129,,-1.9247,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.9247,,01/01/2016,12/31/2017,-1.6341,,No,
DETAR HEALTHCARE SYSTEM,450147,TX,2019,-1.3245,,10/01/2015,06/30/2017,-1.3245,,0.1839,,0.9129,,1.0476,,-1.2966,,0.0308,,0.2249,,01/01/2016,12/31/2017,-0.0424,,No,
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,450148,TX,2019,-0.5297,,10/01/2015,06/30/2017,-0.5297,,-0.2581,,-0.0843,,-0.8887,,-0.1406,,Not Available,5 - Results are not available for this reporting period.,0.0812,,01/01/2016,12/31/2017,-0.2989,,No,
METROPLEX HOSPITAL,450152,TX,2019,-0.9744,,10/01/2015,06/30/2017,-0.9744,,-1.0798,,-1.4878,,-1.5202,,-0.6379,,-0.6932,,-1.0599,,01/01/2016,12/31/2017,-1.064,,No,
VAL VERDE REGIONAL MEDICAL CENTER,450154,TX,2019,-0.0087,,10/01/2015,06/30/2017,-0.0087,,0.4065,,Not Available,5 - Results are not available for this reporting period.,2.1658,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.3528,,01/01/2016,12/31/2017,0.3442,,Yes,
HEREFORD REGIONAL MEDICAL CENTER,450155,TX,2019,1.2694,,10/01/2015,06/30/2017,1.2694,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,1.2694,,Yes,
GRACE MEDICAL CENTER,450162,TX,2019,-1.1132,,10/01/2015,06/30/2017,-1.1132,,-1.3046,,Not Available,5 - Results are not available for this reporting period.,-1.5202,,-1.4966,,Not Available,5 - Results are not available for this reporting period.,-0.8969,,01/01/2016,12/31/2017,-1.2759,,No,
CHRISTUS SPOHN HOSPITAL KLEBERG,450163,TX,2019,-0.1914,,10/01/2015,06/30/2017,-0.1914,,0.0903,,0.8298,,0.2609,,-0.2471,,1.3533,,-1.7451,,01/01/2016,12/31/2017,0.0481,,No,
METHODIST HOSPITAL SOUTH,450165,TX,2019,-0.9895,,10/01/2015,06/30/2017,-0.9895,,-0.0418,,Not Available,5 - Results are not available for this reporting period.,2.1658,,-0.792,,Not Available,5 - Results are not available for this reporting period.,-1.4992,,01/01/2016,12/31/2017,-0.184,,No,
MISSION REGIONAL MEDICAL CENTER,450176,TX,2019,0.759,,10/01/2015,06/30/2017,0.759,,-0.5686,,-0.6513,,-0.9498,,-0.4049,,-0.6615,,-0.1758,,01/01/2016,12/31/2017,-0.3695,,No,
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,TX,2019,-0.3146,,10/01/2015,06/30/2017,-0.3146,,-0.2186,,0.3275,,-0.6271,,-0.2232,,0.0257,,-0.5957,,01/01/2016,12/31/2017,-0.233,,No,
SCOTT & WHITE HOSPITAL BRENHAM,450187,TX,2019,-0.4325,,10/01/2015,06/30/2017,-0.4325,,1.9711,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,1.9711,,01/01/2016,12/31/2017,1.6106,,Yes,
HILL REGIONAL HOSPITAL,450192,TX,2019,-0.1174,,10/01/2015,06/30/2017,-0.1174,,-1.9247,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.9247,,01/01/2016,12/31/2017,-1.6536,,No,
CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,450193,TX,2019,0.9088,,10/01/2015,06/30/2017,0.9088,,-0.0393,,-0.3687,,0.0323,,0.2007,,-0.4625,,0.4017,,01/01/2016,12/31/2017,0.1029,,No,
UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,450194,TX,2019,-0.5403,,10/01/2015,06/30/2017,-0.5403,,-1.2479,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.4966,,Not Available,5 - Results are not available for this reporting period.,-0.9991,,01/01/2016,12/31/2017,-1.1417,,No,
PARIS REGIONAL MEDICAL CENTER,450196,TX,2019,0.0998,,10/01/2015,06/30/2017,0.0998,,0.956,,2.0319,,-1.2289,,2.1365,,2.1626,,-0.3222,,01/01/2016,12/31/2017,0.8276,,Yes,
WADLEY REGIONAL MEDICAL CENTER,450200,TX,2019,0.0437,,10/01/2015,06/30/2017,0.0437,,-0.2718,,-0.1453,,-0.1159,,0.186,,-0.2485,,-1.035,,01/01/2016,12/31/2017,-0.2244,,No,
MEDICAL CITY WEATHERFORD,450203,TX,2019,0.841,,10/01/2015,06/30/2017,0.841,,-0.8559,,-1.0723,,-1.5202,,0.4153,,-0.9457,,-1.1566,,01/01/2016,12/31/2017,-0.6014,,No,
NORTHWEST TEXAS HOSPITAL,450209,TX,2019,0.7874,,10/01/2015,06/30/2017,0.7874,,0.4434,,1.2471,,0.0986,,-0.537,,1.258,,0.1503,,01/01/2016,12/31/2017,0.495,,Yes,
UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,450210,TX,2019,-0.027,,10/01/2015,06/30/2017,-0.027,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,-0.027,,No,
